#     BLOCK:       POFV:   AVE_POFV:      ERROR:
          20    0.506806    0.507632   0.0169365
          20    0.499361    0.525969     0.01855
          20    0.517056     0.51299   0.0163814
          20    0.468639     0.48849   0.0172816
          20    0.445417      0.4438   0.0174439
          20    0.437306    0.392174   0.0175029
          20    0.494972    0.346307   0.0179375
          20    0.290778    0.290418   0.0216352
          20    0.143444    0.264818   0.0150883
          20    0.152833    0.198458   0.0110219
          20    0.192389    0.158203   0.0114406
          20   0.0559167   0.0864944  0.00898833
          20   0.0346389   0.0799875   0.0110402
          20   0.0567778      0.0591  0.00723257
          20   0.0164722   0.0414069  0.00588902
          20   0.0142778   0.0240764  0.00414121
          20     0.02025   0.0190875  0.00373235
          20      0.0165   0.0142389  0.00316838
          20   0.0278056   0.0104903  0.00320591
          20  0.00216667  0.00698611  0.00297293
          20           0 0.000811111 0.000523567
          20           0  0.00187083  0.00134171


